0 1
50 3.28296
100 6.33692
150 10.0318
200 14.263
250 18.9629
300 24.1118
350 29.7495
400 35.9869
450 43.0166
500 50.9219
550 58.4944
600 67.039
650 76.2669
700 86.1035
750 96.4854
800 107.359
850 118.679
900 130.411
950 142.525
1000 155
1050 167.821
1100 180.976
1150 194.461
1200 208.273
1250 222.413
1300 236.883
1350 251.689
1400 266.833
1450 282.321
1500 298.156
1550 314.34
1600 330.871
1650 347.745
1700 364.953
1750 382.481
1800 400.311
1850 418.415
1900 436.76
1950 460.017
2000 481.595
2050 501.717
2100 520.649
2150 537.036
2200 553.839
2250 571.043
2300 588.631
2350 606.588
2400 624.901
2450 643.554
2500 662.534
2550 681.828
2600 701.422
2650 721.303
2700 741.461
2750 761.882
2800 782.555
2850 803.47
2900 824.616
2950 845.983
3000 867.56
3050 889.339
3100 911.309
3150 933.463
3200 955.793
3250 978.289
3300 1000.94
3350 1023.75
3400 1046.7
3450 1069.79
3500 1093.01
3550 1116.36
3600 1139.83
3650 1163.41
3700 1187.1
3750 1210.89
3800 1234.78
3850 1258.77
3900 1282.85
3950 1307.02
4000 1331.27
4050 1355.6
4100 1380.01
4150 1404.5
4200 1429.05
4250 1453.68
4300 1478.38
4350 1503.14
4400 1527.97
4450 1552.86
4500 1577.81
4550 1602.83
4600 1627.9
4650 1653.04
4700 1678.24
4750 1703.5
4800 1728.82
4850 1754.19
4900 1779.63
4950 1793.93
5000 1808.04
5050 1821.99
5100 1835.78
5150 1861.11
5200 1886.51
5250 1911.99
5300 1937.55
5350 1963.19
5400 1988.91
5450 2014.69
5500 2040.55
5550 2066.49
5600 2092.49
5650 2118.56
5700 2144.7
5750 2170.91
5800 2197.19
5850 2223.54
5900 2249.94
5950 2276.41
6000 2302.95
6050 2329.55
6100 2356.2
6150 2382.92
6200 2409.7
6250 2436.53
6300 2463.42
6350 2490.37
6400 2517.38
6450 2544.44
6500 2571.55
6550 2598.71
6600 2625.93
6650 2653.2
6700 2680.52
6750 2707.89
6800 2735.31
6850 2762.77
6900 2790.29
6950 2817.85
7000 2845.46
7050 2873.11
7100 2900.8
7150 2928.55
7200 2956.33
7250 2984.15
7300 3012.02
7350 3039.93
7400 3067.88
7450 3095.87
7500 3123.9
7550 3151.97
7600 3180.07
7650 3208.22
7700 3236.39
7750 3264.61
7800 3292.86
7850 3321.15
7900 3349.47
7950 3377.83
8000 3406.22
8050 3434.64
8100 3463.09
8150 3491.58
8200 3520.1
8250 3548.65
8300 3577.23
8350 3605.83
8400 3634.47
8450 3663.14
8500 3691.84
8550 3720.57
8600 3749.32
8650 3778.1
8700 3806.91
8750 3835.74
8800 3864.6
8850 3893.49
8900 3922.4
8950 3951.34
9000 3980.3
9050 4009.29
9100 4038.3
9150 4067.34
9200 4096.4
9250 4125.48
9300 4154.58
9350 4183.71
9400 4212.86
9450 4242.03
9500 4271.22
9550 4300.44
9600 4329.67
9650 4358.93
9700 4388.2
9750 4417.5
9800 4446.82
9850 4476.15
9900 4505.51
9950 4534.89
10000 4564.28
10050 4593.7
10100 4623.13
10150 4652.58
10200 4682.05
10250 4711.54
10300 4741.04
10350 4770.57
10400 4800.11
10450 4829.67
10500 4859.24
10550 4888.83
10600 4918.44
10650 4948.07
10700 4977.71
10750 5007.37
10800 5037.05
10850 5066.74
10900 5096.45
10950 5126.18
11000 5155.92
11050 5185.67
11100 5215.45
11150 5245.23
11200 5275.04
11250 5304.86
11300 5334.69
11350 5364.54
11400 5394.41
11450 5424.29
11500 5454.18
11550 5484.09
11600 5514.02
