11650 5543.96
11700 5573.91
11750 5603.88
11800 5633.87
11850 5663.87
11900 5693.88
11950 5723.91
12000 5753.95
12050 5784.01
12100 5814.08
12150 5844.17
12200 5874.27
12250 5904.39
12300 5934.52
12350 5964.66
12400 5994.82
12450 6025
12500 6055.19
12550 6085.39
12600 6115.61
12650 6145.84
12700 6176.09
12750 6206.35
12800 6236.63
12850 6266.92
12900 6297.22
12950 6327.54
13000 6357.88
13050 6388.23
13100 6418.59
13150 6448.97
13200 6479.37
13250 6509.78
13300 6540.2
13350 6570.64
13400 6601.09
13450 6631.56
13500 6662.05
13550 6692.55
13600 6723.06
13650 6753.59
13700 6784.14
13750 6814.7
13800 6845.28
13850 6875.87
13900 6906.47
13950 6937.1
14000 6967.74
14050 6998.39
14100 7029.06
14150 7059.75
14200 7090.45
14250 7121.17
14300 7151.9
14350 7182.65
14400 7213.42
14450 7244.21
14500 7275.01
14550 7305.82
14600 7336.65
14650 7367.5
14700 7398.37
14750 7429.25
14800 7460.16
14850 7491.07
14900 7522.01
14950 7552.96
15000 7583.93
15050 7614.91
15100 7645.92
15150 7676.94
15200 7707.98
15250 7739.03
15300 7770.11
15350 7801.2
15400 7832.31
15450 7863.44
15500 7894.59
15550 7925.75
15600 7956.93
15650 7988.13
15700 8019.35
15750 8050.59
15800 8081.85
15850 8113.12
15900 8144.42
15950 8175.73
16000 8207.06
16050 8238.42
16100 8269.79
16150 8301.18
16200 8332.59
16250 8364.01
16300 8395.46
16350 8426.93
16400 8458.42
16450 8489.92
16500 8521.45
16550 8553
16600 8584.56
16650 8616.15
16700 8647.76
16750 8679.39
16800 8711.03
16850 8742.7
16900 8774.39
16950 8806.1
17000 8837.83
17050 8869.58
17100 8901.35
17150 8933.14
17200 8964.95
17250 8996.79
17300 9028.64
17350 9060.52
17400 9092.41
17450 9124.33
17500 9156.27
17550 9188.23
17600 9220.21
17650 9252.22
17700 9284.24
17750 9316.29
17800 9348.36
17850 9380.45
17900 9412.56
17950 9444.69
18000 9476.85
18050 9509.02
18100 9541.22
18150 9573.45
18200 9605.69
18250 9637.95
18300 9670.24
18350 9702.55
18400 9734.88
18450 9767.24
18500 9799.61
18550 9832.01
18600 9864.43
18650 9896.88
18700 9929.34
18750 9961.83
18800 9994.34
18850 10026.9
18900 10059.4
18950 10092
19000 10124.6
19050 10157.2
19100 10189.9
19150 10222.5
19200 10255.2
19250 10287.9
19300 10320.7
19350 10353.4
19400 10386.2
19450 10419
19500 10451.9
19550 10484.7
19600 10517.6
19650 10550.5
19700 10583.4
19750 10616.3
19800 10649.3
19850 10682.3
19900 10715.3
19950 10748.3
